id,title,venue,year,authors,doi,Label,resolved_doi,openalex_id,primary_topic,primary_topic_score,topic_1,topic_1_score,topic_2,topic_2_score,topic_3,topic_3_score,keyword_1,keyword_1_score,keyword_2,keyword_2_score,keyword_3,keyword_3_score,topics_json,keywords_json,fetch_source
2668,A Quantum Interpretation of Bunched Logic &amp; Quantum Separation Logic.,lics,2021,"Li Zhou, Gilles Barthe, Justin Hsu, Mingsheng Ying, Nengkun Yu",10.1109/lics52264.2021.9470673,1,10.1109/lics52264.2021.9470673,https://openalex.org/W3175664396,Quantum Computing Algorithms and Architecture,0.9998000264167786,Quantum Computing Algorithms and Architecture,0.9998000264167786,Quantum Information and Cryptography,0.9976999759674072,Quantum Mechanics and Applications,0.9965999722480774,Quantum logic,0.8782786726951599,Computer science,0.5213102698326111,Theoretical computer science,0.42755264043807983,"[{""id"": ""https://openalex.org/T10682"", ""display_name"": ""Quantum Computing Algorithms and Architecture"", ""score"": 0.9998000264167786}, {""id"": ""https://openalex.org/T10020"", ""display_name"": ""Quantum Information and Cryptography"", ""score"": 0.9976999759674072}, {""id"": ""https://openalex.org/T10622"", ""display_name"": ""Quantum Mechanics and Applications"", ""score"": 0.9965999722480774}]","[{""id"": ""https://openalex.org/keywords/quantum-logic"", ""display_name"": ""Quantum logic"", ""score"": 0.8782786726951599}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5213102698326111}, {""id"": ""https://openalex.org/keywords/theoretical-computer-science"", ""display_name"": ""Theoretical computer science"", ""score"": 0.42755264043807983}]",openalex_doi
2669,No-Rainbow Problem and the Surjective Constraint Satisfaction Problem.,lics,2021,Dmitriy Zhuk,10.1109/lics52264.2021.9470632,1,10.1109/lics52264.2021.9470632,https://openalex.org/W3033293777,Constraint Satisfaction and Optimization,0.9994000196456909,Constraint Satisfaction and Optimization,0.9994000196456909,Advanced Graph Theory Research,0.9993000030517578,semigroups and automata theory,0.9932000041007996,Surjective function,0.9556760191917419,Constraint (computer-aided design),0.7223745584487915,Rainbow,0.6881611347198486,"[{""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T10374"", ""display_name"": ""Advanced Graph Theory Research"", ""score"": 0.9993000030517578}, {""id"": ""https://openalex.org/T11567"", ""display_name"": ""semigroups and automata theory"", ""score"": 0.9932000041007996}]","[{""id"": ""https://openalex.org/keywords/surjective-function"", ""display_name"": ""Surjective function"", ""score"": 0.9556760191917419}, {""id"": ""https://openalex.org/keywords/constraint"", ""display_name"": ""Constraint (computer-aided design)"", ""score"": 0.7223745584487915}, {""id"": ""https://openalex.org/keywords/rainbow"", ""display_name"": ""Rainbow"", ""score"": 0.6881611347198486}]",openalex_doi
2670,"36th Annual ACM/IEEE Symposium on Logic in Computer Science, LICS 2021, Rome, Italy, June 29 - July 2, 2021",lics,2021,,https://www.semanticscholar.org/paper/7ff7bc526a2d8ca7f968dd52027439722fcd858f,1,,,,,,,,,,,,,,,,,,,
2671,On the computational content of Zorn&apos;s lemma.,lics,2020,,https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,3,,,,,,,,,,,,,,,,,,,
2672,Efficient Analysis of VASS Termination Complexity.,lics,2020,"Antonín Kučera, Jérôme Leroux, Dominik Velan",10.1145/3373718.3394751,1,10.1145/3373718.3394751,https://openalex.org/W3029036723,semigroups and automata theory,0.9933000206947327,semigroups and automata theory,0.9933000206947327,Advanced Algebra and Logic,0.9930999875068665,graph theory and CDMA systems,0.9886000156402588,Decidability,0.7546359300613403,Mathematics,0.6230378150939941,Combinatorics,0.6184325218200684,"[{""id"": ""https://openalex.org/T11567"", ""display_name"": ""semigroups and automata theory"", ""score"": 0.9933000206947327}, {""id"": ""https://openalex.org/T11727"", ""display_name"": ""Advanced Algebra and Logic"", ""score"": 0.9930999875068665}, {""id"": ""https://openalex.org/T11797"", ""display_name"": ""graph theory and CDMA systems"", ""score"": 0.9886000156402588}]","[{""id"": ""https://openalex.org/keywords/decidability"", ""display_name"": ""Decidability"", ""score"": 0.7546359300613403}, {""id"": ""https://openalex.org/keywords/mathematics"", ""display_name"": ""Mathematics"", ""score"": 0.6230378150939941}, {""id"": ""https://openalex.org/keywords/combinatorics"", ""display_name"": ""Combinatorics"", ""score"": 0.6184325218200684}]",openalex_doi
2673,The Complexity of Dynamic Data Race Prediction.,lics,2020,"Umang Mathur, Andreas Pavlogiannis, Mahesh Viswanathan",10.1145/3373718.3394783,2,10.1145/3373718.3394783,https://openalex.org/W3021109941,Parallel Computing and Optimization Techniques,0.9998000264167786,Parallel Computing and Optimization Techniques,0.9998000264167786,Distributed systems and fault tolerance,0.9997000098228455,Interconnection Networks and Systems,0.9976999759674072,Parameterized complexity,0.7618317604064941,TRACE (psycholinguistics),0.6183646321296692,Upper and lower bounds,0.6117582321166992,"[{""id"": ""https://openalex.org/T10054"", ""display_name"": ""Parallel Computing and Optimization Techniques"", ""score"": 0.9998000264167786}, {""id"": ""https://openalex.org/T10772"", ""display_name"": ""Distributed systems and fault tolerance"", ""score"": 0.9997000098228455}, {""id"": ""https://openalex.org/T10829"", ""display_name"": ""Interconnection Networks and Systems"", ""score"": 0.9976999759674072}]","[{""id"": ""https://openalex.org/keywords/parameterized-complexity"", ""display_name"": ""Parameterized complexity"", ""score"": 0.7618317604064941}, {""id"": ""https://openalex.org/keywords/trace"", ""display_name"": ""TRACE (psycholinguistics)"", ""score"": 0.6183646321296692}, {""id"": ""https://openalex.org/keywords/upper-and-lower-bounds"", ""display_name"": ""Upper and lower bounds"", ""score"": 0.6117582321166992}]",openalex_doi
2674,Combining probabilistic and non-deterministic choice via weak distributive laws.,lics,2020,"Alexandre Goy, Daniela Petrişan",10.1145/3373718.3394795,3,10.1145/3373718.3394795,https://openalex.org/W3024760727,Advanced Algebra and Logic,0.9980000257492065,Advanced Algebra and Logic,0.9980000257492065,"Logic, Reasoning, and Knowledge",0.9979000091552734,"Logic, programming, and type systems",0.9976999759674072,Monad (category theory),0.9632933139801025,Distributive property,0.8688493967056274,Denotational semantics,0.6887017488479614,"[{""id"": ""https://openalex.org/T11727"", ""display_name"": ""Advanced Algebra and Logic"", ""score"": 0.9980000257492065}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9979000091552734}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9976999759674072}]","[{""id"": ""https://openalex.org/keywords/monad"", ""display_name"": ""Monad (category theory)"", ""score"": 0.9632933139801025}, {""id"": ""https://openalex.org/keywords/distributive-property"", ""display_name"": ""Distributive property"", ""score"": 0.8688493967056274}, {""id"": ""https://openalex.org/keywords/denotational-semantics"", ""display_name"": ""Denotational semantics"", ""score"": 0.6887017488479614}]",openalex_doi
2675,Logic Beyond Formulas: A Proof System on Graphs.,lics,2020,"Matteo Acclavio, Ross Horne, Lutz Straßburger",https://www.semanticscholar.org/paper/586177942353bcfebb13850ab27285d4451c5724,4,,,,,,,,,,,,,,,,,,,
2677,The Integers as a Higher Inductive Type.,lics,2020,"Thorsten Altenkirch, Luis Scoccola",10.1145/3373718.3394760,2,10.1145/3373718.3394760,https://openalex.org/W3032285962,History and Theory of Mathematics,0.9765999913215637,History and Theory of Mathematics,0.9765999913215637,Mathematical and Theoretical Analysis,0.9537000060081482,"Logic, programming, and type systems",0.9233999848365784,Mathematics,0.617539644241333,Type theory,0.5417453050613403,Type (biology),0.5141158699989319,"[{""id"": ""https://openalex.org/T12170"", ""display_name"": ""History and Theory of Mathematics"", ""score"": 0.9765999913215637}, {""id"": ""https://openalex.org/T13400"", ""display_name"": ""Mathematical and Theoretical Analysis"", ""score"": 0.9537000060081482}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9233999848365784}]","[{""id"": ""https://openalex.org/keywords/mathematics"", ""display_name"": ""Mathematics"", ""score"": 0.617539644241333}, {""id"": ""https://openalex.org/keywords/type-theory"", ""display_name"": ""Type theory"", ""score"": 0.5417453050613403}, {""id"": ""https://openalex.org/keywords/type"", ""display_name"": ""Type (biology)"", ""score"": 0.5141158699989319}]",openalex_doi
2678,Space-efficient Query Evaluation over Probabilistic Event Streams.,lics,2020,"Rajeev Alur, Yu Chen, Kishor Jothimurugan, Sanjeev Khanna",10.1145/3373718.3394747,1,10.1145/3373718.3394747,https://openalex.org/W3032036488,Network Security and Intrusion Detection,0.9991999864578247,Network Security and Intrusion Detection,0.9991999864578247,Advanced Database Systems and Queries,0.9990000128746033,Data Management and Algorithms,0.9980999827384949,Probabilistic logic,0.8393065333366394,Computer science,0.7501075267791748,Event (particle physics),0.5899389982223511,"[{""id"": ""https://openalex.org/T10400"", ""display_name"": ""Network Security and Intrusion Detection"", ""score"": 0.9991999864578247}, {""id"": ""https://openalex.org/T10317"", ""display_name"": ""Advanced Database Systems and Queries"", ""score"": 0.9990000128746033}, {""id"": ""https://openalex.org/T11106"", ""display_name"": ""Data Management and Algorithms"", ""score"": 0.9980999827384949}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.8393065333366394}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7501075267791748}, {""id"": ""https://openalex.org/keywords/event"", ""display_name"": ""Event (particle physics)"", ""score"": 0.5899389982223511}]",openalex_doi
2679,Reconciling noninterference and gradual typing.,lics,2020,"Arthur Azevedo de Amorim, Matt Fredrikson, Limin Jia",10.1145/3373718.3394778,1,10.1145/3373718.3394778,https://openalex.org/W3032336757,Security and Verification in Computing,0.9998000264167786,Security and Verification in Computing,0.9998000264167786,"Logic, programming, and type systems",0.9915000200271606,Advanced Malware Detection Techniques,0.9912999868392944,Correctness,0.9063148498535156,Computer science,0.7527687549591064,Control flow,0.599461555480957,"[{""id"": ""https://openalex.org/T11424"", ""display_name"": ""Security and Verification in Computing"", ""score"": 0.9998000264167786}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9915000200271606}, {""id"": ""https://openalex.org/T11241"", ""display_name"": ""Advanced Malware Detection Techniques"", ""score"": 0.9912999868392944}]","[{""id"": ""https://openalex.org/keywords/correctness"", ""display_name"": ""Correctness"", ""score"": 0.9063148498535156}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7527687549591064}, {""id"": ""https://openalex.org/keywords/control-flow"", ""display_name"": ""Control flow"", ""score"": 0.599461555480957}]",openalex_doi
2680,Algebraic models of simple type theories: A polynomial approach.,lics,2020,"Nathanael Arkor, Marcelo Fiore",10.1145/3373718.3394771,3,10.1145/3373718.3394771,https://openalex.org/W3104417499,"Logic, programming, and type systems",0.9990000128746033,"Logic, programming, and type systems",0.9990000128746033,Homotopy and Cohomology in Algebraic Topology,0.9807999730110168,"Logic, Reasoning, and Knowledge",0.9631999731063843,Simple (philosophy),0.7066153287887573,Universal algebra,0.6092110872268677,Mathematics,0.5956310629844666,"[{""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9990000128746033}, {""id"": ""https://openalex.org/T10896"", ""display_name"": ""Homotopy and Cohomology in Algebraic Topology"", ""score"": 0.9807999730110168}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9631999731063843}]","[{""id"": ""https://openalex.org/keywords/simple"", ""display_name"": ""Simple (philosophy)"", ""score"": 0.7066153287887573}, {""id"": ""https://openalex.org/keywords/universal-algebra"", ""display_name"": ""Universal algebra"", ""score"": 0.6092110872268677}, {""id"": ""https://openalex.org/keywords/mathematics"", ""display_name"": ""Mathematics"", ""score"": 0.5956310629844666}]",openalex_doi
2681,Approximating Values of Generalized-Reachability Stochastic Games.,lics,2020,Jan Křetínský,https://www.semanticscholar.org/paper/0a619eb6ef40fd1972f93e9391dcf227a7ea574f,2,10.1145/3373718.3394761,https://openalex.org/W2967125001,Formal Methods in Verification,0.9994999766349792,Formal Methods in Verification,0.9994999766349792,Software Reliability and Analysis Research,0.995199978351593,Simulation Techniques and Applications,0.9896000027656555,Reachability,0.6675999760627747,Extension (predicate logic),0.6557000279426575,Decidability,0.6432999968528748,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T12423"", ""display_name"": ""Software Reliability and Analysis Research"", ""score"": 0.995199978351593}, {""id"": ""https://openalex.org/T11195"", ""display_name"": ""Simulation Techniques and Applications"", ""score"": 0.9896000027656555}]","[{""id"": ""https://openalex.org/keywords/reachability"", ""display_name"": ""Reachability"", ""score"": 0.6675999760627747}, {""id"": ""https://openalex.org/keywords/extension"", ""display_name"": ""Extension (predicate logic)"", ""score"": 0.6557000279426575}, {""id"": ""https://openalex.org/keywords/decidability"", ""display_name"": ""Decidability"", ""score"": 0.6432999968528748}]",openalex_title_search
2682,Complexity of controlled bad sequences over finite sets of Nd.,lics,2020,A. R. Balasubramanian,10.1145/3373718.3394753,1,10.1145/3373718.3394753,https://openalex.org/W2978576973,Coding theory and cryptography,0.9998000264167786,Coding theory and cryptography,0.9998000264167786,graph theory and CDMA systems,0.9994999766349792,semigroups and automata theory,0.9990000128746033,Bounding overwatch,0.7824732661247253,Hierarchy,0.6686036586761475,Upper and lower bounds,0.6675279140472412,"[{""id"": ""https://openalex.org/T11130"", ""display_name"": ""Coding theory and cryptography"", ""score"": 0.9998000264167786}, {""id"": ""https://openalex.org/T11797"", ""display_name"": ""graph theory and CDMA systems"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T11567"", ""display_name"": ""semigroups and automata theory"", ""score"": 0.9990000128746033}]","[{""id"": ""https://openalex.org/keywords/bounding-overwatch"", ""display_name"": ""Bounding overwatch"", ""score"": 0.7824732661247253}, {""id"": ""https://openalex.org/keywords/hierarchy"", ""display_name"": ""Hierarchy"", ""score"": 0.6686036586761475}, {""id"": ""https://openalex.org/keywords/upper-and-lower-bounds"", ""display_name"": ""Upper and lower bounds"", ""score"": 0.6675279140472412}]",openalex_doi
2683,Deciding Differential Privacy for Programs with Finite Inputs and Outputs.,lics,2020,"Gilles Barthe, Rohit Chadha, Vishal Jagannath, A. Prasad Sistla, Mahesh Viswanathan",10.1145/3373718.3394796,1,10.1145/3373718.3394796,https://openalex.org/W3029173733,Privacy-Preserving Technologies in Data,1.0,Privacy-Preserving Technologies in Data,1.0,Cryptography and Data Security,0.9980000257492065,Adversarial Robustness in Machine Learning,0.9739999771118164,Differential privacy,0.9453896284103394,Computer science,0.7596569657325745,Decidability,0.5526391863822937,"[{""id"": ""https://openalex.org/T10764"", ""display_name"": ""Privacy-Preserving Technologies in Data"", ""score"": 1.0}, {""id"": ""https://openalex.org/T10237"", ""display_name"": ""Cryptography and Data Security"", ""score"": 0.9980000257492065}, {""id"": ""https://openalex.org/T11689"", ""display_name"": ""Adversarial Robustness in Machine Learning"", ""score"": 0.9739999771118164}]","[{""id"": ""https://openalex.org/keywords/differential-privacy"", ""display_name"": ""Differential privacy"", ""score"": 0.9453896284103394}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7596569657325745}, {""id"": ""https://openalex.org/keywords/decidability"", ""display_name"": ""Decidability"", ""score"": 0.5526391863822937}]",openalex_doi
2684,Universal equivalence and majority of probabilistic programs over finite fields.,lics,2020,"Gilles Barthe, Charlie Jacomme, Steve Kremer",10.1145/3373718.3394746,2,10.1145/3373718.3394746,https://openalex.org/W3029800901,Cryptography and Data Security,0.9994000196456909,Cryptography and Data Security,0.9994000196456909,Complexity and Algorithms in Graphs,0.9991999864578247,"Computability, Logic, AI Algorithms",0.9947999715805054,Decidability,0.7458046674728394,Equivalence (formal languages),0.6763529181480408,Mathematics,0.620370090007782,"[{""id"": ""https://openalex.org/T10237"", ""display_name"": ""Cryptography and Data Security"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T10720"", ""display_name"": ""Complexity and Algorithms in Graphs"", ""score"": 0.9991999864578247}, {""id"": ""https://openalex.org/T12002"", ""display_name"": ""Computability, Logic, AI Algorithms"", ""score"": 0.9947999715805054}]","[{""id"": ""https://openalex.org/keywords/decidability"", ""display_name"": ""Decidability"", ""score"": 0.7458046674728394}, {""id"": ""https://openalex.org/keywords/equivalence"", ""display_name"": ""Equivalence (formal languages)"", ""score"": 0.6763529181480408}, {""id"": ""https://openalex.org/keywords/mathematics"", ""display_name"": ""Mathematics"", ""score"": 0.620370090007782}]",openalex_doi
2686,A Hennessy-Milner Theorem for ATL with Imperfect Information.,lics,2020,"Francesco Belardinelli, Catalin Dima, Vadim Malvone, Ferucio Tiplea",10.1145/3373718.3394784,1,10.1145/3373718.3394784,https://openalex.org/W3028910507,"Logic, Reasoning, and Knowledge",0.9998999834060669,"Logic, Reasoning, and Knowledge",0.9998999834060669,"Logic, programming, and type systems",0.9980000257492065,Advanced Algebra and Logic,0.9940999746322632,Undecidable problem,0.831750750541687,Bisimulation,0.8229150772094727,Imperfect,0.772163450717926,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9980000257492065}, {""id"": ""https://openalex.org/T11727"", ""display_name"": ""Advanced Algebra and Logic"", ""score"": 0.9940999746322632}]","[{""id"": ""https://openalex.org/keywords/undecidable-problem"", ""display_name"": ""Undecidable problem"", ""score"": 0.831750750541687}, {""id"": ""https://openalex.org/keywords/bisimulation"", ""display_name"": ""Bisimulation"", ""score"": 0.8229150772094727}, {""id"": ""https://openalex.org/keywords/imperfect"", ""display_name"": ""Imperfect"", ""score"": 0.772163450717926}]",openalex_doi
2687,Mixing Probabilistic and non-Probabilistic Objectives in Markov Decision Processes.,lics,2020,"Raphaël Berthon, Shibashis Guha, Jean-François Raskin",10.1145/3373718.3394805,4,10.1145/3373718.3394805,https://openalex.org/W3022693679,Formal Methods in Verification,0.9998999834060669,Formal Methods in Verification,0.9998999834060669,Machine Learning and Algorithms,0.9904999732971191,"Logic, programming, and type systems",0.989799976348877,Probabilistic logic,0.7511923313140869,Markov decision process,0.6608684062957764,Computer science,0.5958515405654907,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T12072"", ""display_name"": ""Machine Learning and Algorithms"", ""score"": 0.9904999732971191}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.989799976348877}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7511923313140869}, {""id"": ""https://openalex.org/keywords/markov-decision-process"", ""display_name"": ""Markov decision process"", ""score"": 0.6608684062957764}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5958515405654907}]",openalex_doi
2688,Hardness Characterisations and Size-Width Lower Bounds for QBF Resolution.,lics,2020,"Olaf Beyersdorff, Joshua Blinkhorn, Meena Mahajan",https://www.semanticscholar.org/paper/b5e578368f478293058fd7fe9a74b9a12310d87f,1,10.1145/3373718.3394793,https://openalex.org/W3032685404,Formal Methods in Verification,0.9994000196456909,Formal Methods in Verification,0.9994000196456909,"Logic, programming, and type systems",0.9980999827384949,semigroups and automata theory,0.9955999851226807,Resolution (logic),0.813858151435852,Hierarchy,0.7169698476791382,Computer science,0.5164127945899963,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9994000196456909}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9980999827384949}, {""id"": ""https://openalex.org/T11567"", ""display_name"": ""semigroups and automata theory"", ""score"": 0.9955999851226807}]","[{""id"": ""https://openalex.org/keywords/resolution"", ""display_name"": ""Resolution (logic)"", ""score"": 0.813858151435852}, {""id"": ""https://openalex.org/keywords/hierarchy"", ""display_name"": ""Hierarchy"", ""score"": 0.7169698476791382}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5164127945899963}]",openalex_title_search
2694,A Cellular Howe Theorem.,lics,2020,"Peio Borthelle, Tom Hirschowitz, Ambroise Lafont",10.1145/3373718.3394738,1,10.1145/3373718.3394738,https://openalex.org/W3029105310,"Logic, programming, and type systems",0.9997000098228455,"Logic, programming, and type systems",0.9997000098228455,Advanced Algebra and Logic,0.9988999962806702,"Logic, Reasoning, and Knowledge",0.9987000226974487,Substitution (logic),0.6170410513877869,Semantics (computer science),0.5811758637428284,Extension (predicate logic),0.5779331922531128,"[{""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9997000098228455}, {""id"": ""https://openalex.org/T11727"", ""display_name"": ""Advanced Algebra and Logic"", ""score"": 0.9988999962806702}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9987000226974487}]","[{""id"": ""https://openalex.org/keywords/substitution"", ""display_name"": ""Substitution (logic)"", ""score"": 0.6170410513877869}, {""id"": ""https://openalex.org/keywords/semantics"", ""display_name"": ""Semantics (computer science)"", ""score"": 0.5811758637428284}, {""id"": ""https://openalex.org/keywords/extension"", ""display_name"": ""Extension (predicate logic)"", ""score"": 0.5779331922531128}]",openalex_doi
2695,On the Weisfeiler-Leman Dimension of Finite Groups.,lics,2020,"Jendrik Brachter, Pascal Schweitzer",10.1145/3373718.3394786,1,10.1145/3373718.3394786,https://openalex.org/W3014491703,Coding theory and cryptography,0.9994999766349792,Coding theory and cryptography,0.9994999766349792,Finite Group Theory Research,0.9991999864578247,Limits and Structures in Graph Theory,0.9970999956130981,Mathematics,0.7343225479125977,Conjugacy class,0.6591094732284546,Isomorphism (crystallography),0.6042422652244568,"[{""id"": ""https://openalex.org/T11130"", ""display_name"": ""Coding theory and cryptography"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T10849"", ""display_name"": ""Finite Group Theory Research"", ""score"": 0.9991999864578247}, {""id"": ""https://openalex.org/T11329"", ""display_name"": ""Limits and Structures in Graph Theory"", ""score"": 0.9970999956130981}]","[{""id"": ""https://openalex.org/keywords/mathematics"", ""display_name"": ""Mathematics"", ""score"": 0.7343225479125977}, {""id"": ""https://openalex.org/keywords/conjugacy-class"", ""display_name"": ""Conjugacy class"", ""score"": 0.6591094732284546}, {""id"": ""https://openalex.org/keywords/isomorphism"", ""display_name"": ""Isomorphism (crystallography)"", ""score"": 0.6042422652244568}]",openalex_doi
2696,A Fixed Point Theorem on Lexicographic Lattice Structures.,lics,2020,"Angelos Charalambidis, Giannos Chatziagapis, Panos Rondogiannis",10.1145/3373718.3394797,1,10.1145/3373718.3394797,https://openalex.org/W3031008428,"Logic, Reasoning, and Knowledge",0.9998999834060669,"Logic, Reasoning, and Knowledge",0.9998999834060669,"Logic, programming, and type systems",0.9988999962806702,Advanced Algebra and Logic,0.9988999962806702,Monotonic function,0.7367638349533081,Lexicographical order,0.7172971963882446,Fixed point,0.6844669580459595,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9988999962806702}, {""id"": ""https://openalex.org/T11727"", ""display_name"": ""Advanced Algebra and Logic"", ""score"": 0.9988999962806702}]","[{""id"": ""https://openalex.org/keywords/monotonic-function"", ""display_name"": ""Monotonic function"", ""score"": 0.7367638349533081}, {""id"": ""https://openalex.org/keywords/lexicographical-order"", ""display_name"": ""Lexicographical order"", ""score"": 0.7172971963882446}, {""id"": ""https://openalex.org/keywords/fixed-point"", ""display_name"": ""Fixed point"", ""score"": 0.6844669580459595}]",openalex_doi
2697,Re-pairing brackets.,lics,2020,"Dmitry Chistikov, Mikhail Vyalyi",10.1145/3373718.3394752,2,10.1145/3373718.3394752,https://openalex.org/W2936611841,semigroups and automata theory,0.9998999834060669,semigroups and automata theory,0.9998999834060669,Algorithms and Data Compression,0.995199978351593,Complexity and Algorithms in Graphs,0.9932000041007996,Mathematics,0.6886655688285828,Combinatorics,0.67904132604599,Sequence (biology),0.6566601991653442,"[{""id"": ""https://openalex.org/T11567"", ""display_name"": ""semigroups and automata theory"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T11269"", ""display_name"": ""Algorithms and Data Compression"", ""score"": 0.995199978351593}, {""id"": ""https://openalex.org/T10720"", ""display_name"": ""Complexity and Algorithms in Graphs"", ""score"": 0.9932000041007996}]","[{""id"": ""https://openalex.org/keywords/mathematics"", ""display_name"": ""Mathematics"", ""score"": 0.6886655688285828}, {""id"": ""https://openalex.org/keywords/combinatorics"", ""display_name"": ""Combinatorics"", ""score"": 0.67904132604599}, {""id"": ""https://openalex.org/keywords/sequence"", ""display_name"": ""Sequence (biology)"", ""score"": 0.6566601991653442}]",openalex_doi
2698,The Benefit of Being Non-Lazy in Probabilistic λ-calculus: Applicative Bisimulation is Fully Abstract for Non-Lazy Probabilistic Call-by-Name.,lics,2020,"Gianluca Curzi, Michele Pagani",10.1145/3373718.3394806,1,10.1145/3373718.3394806,https://openalex.org/W3017566448,"Logic, programming, and type systems",0.9995999932289124,"Logic, programming, and type systems",0.9995999932289124,"Logic, Reasoning, and Knowledge",0.9994999766349792,Semantic Web and Ontologies,0.9922999739646912,Probabilistic logic,0.7282857894897461,Coinduction,0.701755166053772,Equivalence (formal languages),0.6678302884101868,"[{""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9995999932289124}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9994999766349792}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9922999739646912}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7282857894897461}, {""id"": ""https://openalex.org/keywords/coinduction"", ""display_name"": ""Coinduction"", ""score"": 0.701755166053772}, {""id"": ""https://openalex.org/keywords/equivalence"", ""display_name"": ""Equivalence (formal languages)"", ""score"": 0.6678302884101868}]",openalex_doi
2699,An Approach to Regular Separability in Vector Addition Systems.,lics,2020,"Wojciech Czerwiński, Georg Zetzsche",10.1145/3373718.3394776,2,10.1145/3373718.3394776,https://openalex.org/W3032460468,semigroups and automata theory,0.9998999834060669,semigroups and automata theory,0.9998999834060669,DNA and Biological Computing,0.998199999332428,Formal Methods in Verification,0.9908000230789185,Computer science,0.5257735252380371,Vector (molecular biology),0.4104447066783905,Artificial intelligence,0.32699593901634216,"[{""id"": ""https://openalex.org/T11567"", ""display_name"": ""semigroups and automata theory"", ""score"": 0.9998999834060669}, {""id"": ""https://openalex.org/T12029"", ""display_name"": ""DNA and Biological Computing"", ""score"": 0.998199999332428}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9908000230789185}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5257735252380371}, {""id"": ""https://openalex.org/keywords/vector"", ""display_name"": ""Vector (molecular biology)"", ""score"": 0.4104447066783905}, {""id"": ""https://openalex.org/keywords/artificial-intelligence"", ""display_name"": ""Artificial intelligence"", ""score"": 0.32699593901634216}]",openalex_doi
